Compliance_Breaches,Time_to_Compliance_Days,Training_Completion_Rate,Audit_Findings,Audit_Score,Fines_Penalties_Amount,Incident_Response_Time_Minutes,Suspicious_Activity_Reports,Regulatory_Change_Impact_Score,Department,Employee_ID,Location,Quarter,Year,Compliance_Manager,Training_Session_Attended,Audit_Type,Regulation_ID
4,158,77.53828632,19,,112.8789967,20,4,6.492430255,Operations,1433,CHI,Q4,2019,Manager_B,No,,
7,,62.52507123,17,,277.7728159,29,2,1.237013374,Finance,3467,LA,Q2,2021,Manager_C,No,Internal,113
5,247,68.55598456,15,74.21302147,,23,3,7.375403402,Finance,,NY,Q2,2021,Manager_C,No,External,141
4,191,54.83448582,7,92.29796827,1060.001084,31,2,7.602107704,Operations,1428,LA,Q2,2020,Manager_C,,Internal,160
3,192,61.32303019,3,82.22625678,5005.619262,27,1,8.104046577,Finance,2187,NY,Q1,2022,Manager_C,Yes,,158
9,203,94.88526132,2,90.06561324,4016.883644,18,,2.552725487,HR,2518,ATL,Q4,,Manager_B,No,,
6,74,98.98458732,14,89.31819683,4406.553141,24,,6.654249469,IT,1161,SF,Q4,2019,Manager_A,Yes,Internal,199
,80,82.38297928,5,59.55225803,1800.943979,34,3,2.609710163,Finance,3554,,Q2,2019,Manager_B,Yes,External,
4,90,95.8411646,0,82.50817663,5106.083186,30,1,9.519850751,Finance,3312,ATL,Q2,2019,Manager_C,Yes,Internal,121
7,157,,17,59.98240096,8844.883977,29,1,7.075096234,IT,2995,NY,Q4,2023,Manager_A,Yes,Internal,183
6,,51.65982431,10,79.16602391,31254.42508,49,1,1.857932632,Operations,3157,LA,Q4,2023,,Yes,,187
6,138,99.83812925,2,83.87173422,9114.529188,37,6,2.68329007,IT,2875,LA,Q1,2021,Manager_A,Yes,External,120
2,97,54.94761508,12,99.86175358,4076.560058,38,,6.971140883,Operations,1899,,Q4,,Manager_B,No,Internal,127
6,209,84.13209007,16,51.52709891,1074.820421,28,2,5.290034465,Operations,2742,LA,Q2,2021,Manager_A,No,Internal,148
4,206,62.64181015,17,54.56211971,5719.814424,32,1,7.626678996,HR,2342,LA,Q1,2022,Manager_B,Yes,External,122
7,161,69.59905565,13,53.85133482,13875.26162,25,0,3.52709919,,2155,ATL,Q3,,Manager_B,Yes,,187
8,66,82.29670924,,,1190.439188,37,2,6.921257832,Finance,4204,NY,Q3,2020,Manager_C,Yes,Internal,
6,,71.82436747,6,91.07941807,1478.541789,28,0,2.592641512,Operations,1393,NY,Q4,,Manager_B,No,,122
3,199,62.52730295,13,92.20281664,806.7659486,32,2,5.89339237,HR,3667,CHI,Q2,2022,Manager_C,No,External,167
,228,,14,86.84897979,6672.717086,31,0,,IT,3731,SF,Q4,2023,Manager_B,Yes,External,145
5,285,67.07740585,,94.84391209,2609.108493,29,2,6.654000091,Operations,3599,LA,,2019,Manager_A,No,Internal,167
3,,97.96619523,11,66.14299721,323.736122,59,1,1.449942558,HR,3851,NY,Q2,2021,Manager_A,,External,193
5,189,89.9306508,7,54.40773221,10395.20777,23,2,9.89885924,Finance,,SF,Q2,2023,Manager_C,No,External,127
,162,72.92743857,,52.9076514,4078.516876,23,3,,Operations,,SF,Q3,2023,Manager_B,No,,194
8,135,59.99104602,8,92.60663598,2010.560867,36,3,7.462621924,Operations,2728,ATL,Q4,2023,Manager_C,No,Internal,196
5,261,,1,86.52181472,2107.842696,24,1,5.792770352,Finance,,LA,Q4,2019,Manager_A,No,External,149
5,189,57.85912358,13,84.9307653,1714.221014,27,3,3.64924619,Finance,2395,CHI,Q3,2022,Manager_B,,,182
8,217,60.52311086,15,66.98381693,3039.254615,19,2,2.595794369,Finance,,SF,Q2,2019,Manager_C,No,External,162
5,144,68.30066959,4,68.99525943,2055.215847,34,3,2.599321278,Operations,,ATL,,2020,Manager_A,,Internal,109
4,105,94.01740979,4,97.90567644,3969.77155,35,1,8.725597131,HR,2197,LA,Q1,2021,Manager_A,Yes,External,188
3,155,56.58933343,19,53.1902372,7425.43253,26,1,8.856212627,HR,3864,NY,Q3,2022,Manager_B,No,External,136
7,161,56.11170964,17,88.68658685,5611.369398,37,3,,Finance,4461,CHI,Q1,2022,,No,Internal,112
4,191,74.69874942,17,65.48166619,1743.937039,11,2,1.932593166,HR,2733,LA,Q2,2021,Manager_B,Yes,Internal,169
4,135,63.82052705,4,51.95273092,3761.737334,22,5,8.957485935,Finance,3153,ATL,Q2,2020,Manager_C,,External,129
5,181,78.43639708,10,87.12850554,,28,4,5.383148376,Finance,4346,ATL,Q4,2023,,Yes,External,186
3,250,72.58183423,12,66.54559428,353.2188535,,1,4.948861806,IT,2119,,Q2,2021,Manager_B,Yes,External,
5,79,71.74795532,2,86.10737594,407.662614,12,1,4.66621322,HR,4753,ATL,Q2,2023,Manager_B,No,Internal,179
4,52,55.59864852,16,85.38271916,4061.56913,26,1,4.285127565,Operations,2016,ATL,Q2,2021,Manager_B,No,External,171
6,254,,17,76.73934377,5095.981434,36,0,5.734048632,IT,2053,CHI,,2019,Manager_A,No,External,179
5,,91.05392887,13,88.86865646,1187.562813,42,2,6.44087104,Finance,3841,SF,Q1,2020,Manager_B,,External,110
5,157,94.29413688,11,79.05191621,6836.776743,24,1,,IT,4970,SF,Q3,2020,Manager_C,Yes,Internal,100
2,216,61.73417664,13,64.33184264,5196.013228,37,0,,Finance,1160,NY,,2021,Manager_A,No,External,185
5,176,,17,86.70576505,12838.56831,36,2,3.858951057,Finance,,SF,Q1,2020,Manager_B,No,Internal,117
3,175,52.6708336,19,79.45699079,925.3518678,,,6.204806711,Finance,4998,ATL,Q4,2023,Manager_C,No,Internal,
3,184,,,50.63636408,6959.032935,26,4,3.699585282,HR,2646,,,2020,Manager_A,No,External,110
5,331,85.76766063,6,95.08220889,436.7467555,12,1,7.780150214,Finance,4795,,Q1,2020,Manager_A,Yes,Internal,183
4,286,68.64049946,14,77.28218092,4165.408399,30,2,1.919089894,Finance,3243,ATL,Q3,2020,Manager_C,No,Internal,109
3,138,83.98379337,,93.43136327,4013.640052,19,0,2.698290971,HR,3655,CHI,Q4,2022,Manager_C,,External,147
4,243,85.64794078,14,94.13684195,2458.261762,22,,8.210812689,HR,3385,ATL,Q2,2021,Manager_A,,External,160
2,210,96.76711407,16,72.24833284,9307.835967,26,2,2.648778357,Finance,2161,SF,Q4,2019,Manager_C,Yes,External,109
60,1780,532.4368189,100,753.8299982,,260,20,66.31717116,HR,38370,SF,,20190,Manager_A,Yes,,1590
,125,59.61458616,1,70.78771938,3671.714994,31,3,9.732191067,Operations,3494,NY,Q4,2022,Manager_A,Yes,Internal,121
3,207,53.42629938,17,72.47183877,,37,2,5.706015524,Operations,2333,ATL,Q3,2022,Manager_A,No,Internal,174
5,161,93.39969667,3,94.75735795,6803.106154,26,1,2.686568017,,2202,NY,Q3,2019,Manager_A,No,External,198
4,157,,8,89.4072007,220.1117296,33,0,3.886219411,IT,1336,NY,Q1,2023,Manager_B,No,Internal,108
,,78.73210353,16,56.32628382,,30,2,8.411122688,HR,4305,LA,Q4,2019,Manager_C,Yes,External,114
6,239,54.1831705,16,80.51538908,9103.642033,39,2,4.164948218,IT,4320,NY,Q3,2019,Manager_B,No,External,
2,133,63.66561793,16,99.79533202,,28,1,7.511602231,Operations,3179,SF,Q3,2021,Manager_B,No,Internal,
2,134,64.8859924,15,79.77753506,827.7265025,29,0,7.996150566,Finance,3296,SF,Q1,2019,Manager_B,No,Internal,169
5,226,78.0371598,19,,4976.757881,26,4,5.510645625,Operations,,LA,Q2,2019,Manager_B,Yes,Internal,199
2,171,62.9021947,7,88.45307367,72.3578452,28,1,8.048920459,HR,4526,LA,Q2,2020,Manager_A,No,External,143
,172,53.6479932,14,67.51587629,9418.143392,22,1,3.85212704,HR,3546,ATL,Q4,2022,,Yes,,168
4,241,86.53811509,0,68.59246514,,21,2,,Finance,1062,LA,Q2,2019,Manager_A,Yes,External,102
,258,64.95401058,18,86.20382109,3787.401744,37,2,7.179024376,HR,1818,CHI,Q1,2019,Manager_A,No,Internal,109
70,520,726.1870885,140,749.9917658,65576.31078,190,0,25.12658326,HR,24150,SF,Q3,20230,Manager_B,No,External,1760
5,,56.38333175,8,78.52853546,495.3687976,26,1,3.462597706,HR,3304,,Q2,2019,Manager_A,Yes,,103
7,95,90.12741517,4,85.64528952,3760.833673,40,0,6.868329431,IT,2271,LA,Q4,2021,Manager_B,No,Internal,155
1,,78.27659385,15,88.87875135,1721.449014,26,2,6.898241078,Finance,2287,LA,Q4,2023,Manager_A,Yes,External,139
3,,95.07928131,12,63.57582889,17989.61427,38,3,,Finance,3514,,Q3,,,Yes,Internal,132
4,158,74.77357815,15,57.33968797,,24,3,8.160268211,Finance,1848,LA,Q4,2021,Manager_C,Yes,Internal,
9,118,97.07128359,,64.58973234,6607.698614,19,2,5.338494118,HR,1360,ATL,Q1,2022,Manager_C,No,External,199
,115,94.59341022,12,75.37691625,13571.4206,14,,8.931900389,HR,3035,LA,Q2,,Manager_C,Yes,Internal,132
5,223,78.82299282,5,67.10706586,2129.691081,43,2,7.623130878,HR,2974,LA,Q4,2022,Manager_A,,Internal,159
6,272,96.69467191,19,78.41813794,11557.11511,18,4,3.83225377,Finance,3927,ATL,Q2,2019,Manager_C,No,External,120
6,56,66.15443736,16,52.67328621,1966.977934,37,1,4.557286076,IT,4464,ATL,Q3,2023,Manager_C,,Internal,168
3,160,68.28210814,4,75.48752058,6598.727804,20,2,7.009180172,Operations,3226,ATL,Q2,2023,Manager_B,Yes,Internal,144
3,223,,16,68.39924535,6666.933177,43,1,,,2935,SF,Q1,2021,Manager_C,No,External,156
5,178,79.46004534,0,76.73333774,92.60161891,52,0,2.608378594,Finance,1948,LA,Q3,2020,Manager_A,Yes,Internal,176
7,113,86.0961985,4,71.12666774,2239.721268,13,2,5.631971849,IT,2529,ATL,Q4,2021,Manager_B,No,Internal,139
6,151,88.67595951,4,,98.11984557,19,4,2.069059792,Operations,,ATL,Q3,2019,Manager_A,No,External,
6,,57.4908143,6,95.20539527,29201.47888,37,0,3.515096398,Operations,2836,SF,Q2,2022,Manager_B,Yes,Internal,163
4,161,72.20795362,,59.23824942,651.6640639,,3,7.173832234,HR,,CHI,Q2,2022,Manager_A,No,Internal,109
7,177,58.8431606,17,,3913.290893,37,2,1.699611717,Operations,3724,,Q2,2019,Manager_C,Yes,Internal,173
4,,83.10636744,5,96.23223563,7816.500092,24,3,6.961227237,HR,4674,CHI,Q2,2020,Manager_B,No,External,165
,148,57.89731862,1,76.93349798,1123.621514,49,3,9.107300089,Finance,4905,CHI,Q3,2020,Manager_C,Yes,Internal,184
5,228,95.2081842,12,93.82042443,,31,3,9.724332619,IT,4775,ATL,Q3,2020,Manager_A,No,Internal,164
5,151,61.53173228,9,56.24257392,4675.186287,17,3,2.949689809,Finance,1291,SF,Q2,2019,,Yes,External,129
4,119,64.57011331,19,74.68943851,872.9858605,27,2,7.740081609,Operations,1587,LA,Q4,2023,Manager_B,Yes,,181
5,313,92.54531611,10,72.85126402,7537.915521,17,0,9.337334038,Finance,1817,LA,Q3,2023,,No,Internal,134
2,175,72.92338051,,50.40594035,1778.637373,45,4,1.822323798,IT,3146,LA,Q1,,Manager_A,Yes,Internal,
3,,51.19979729,7,72.16286707,1185.091031,23,,4.726212476,IT,4678,CHI,Q3,2023,Manager_B,Yes,External,138
7,,74.72931256,18,68.45148782,4085.494414,34,3,9.274687902,HR,1180,,Q1,2020,Manager_C,No,External,
5,255,54.22716677,,83.48993639,2640.822278,25,2,2.825087484,Finance,4000,SF,Q4,2023,Manager_B,No,External,166
6,207,99.26723593,16,96.91648893,12646.54678,23,2,9.403846154,,4474,NY,Q1,2019,,No,Internal,169
7,217,79.40557852,15,,10603.93079,10,2,5.74472864,IT,4737,CHI,,2023,Manager_A,Yes,External,199
2,309,62.82663088,9,66.37381934,3301.954502,35,1,1.899037743,,1373,ATL,Q4,2023,Manager_B,Yes,Internal,179
7,122,,4,72.20323687,2225.687059,42,3,5.048895851,IT,,NY,Q2,2023,Manager_B,,,166
5,187,53.84335517,13,72.7592689,1969.051314,20,3,3.936350759,Operations,2859,NY,Q3,2023,Manager_C,No,Internal,199
5,298,89.99456521,18,88.74048604,1556.893997,14,3,3.539837445,Finance,1623,SF,Q4,2019,Manager_A,Yes,External,174
7,310,96.26640269,3,72.16978329,3932.323127,38,,5.873280181,Finance,4754,CHI,Q1,2021,Manager_A,Yes,External,116
6,158,93.72221941,19,51.35806507,8173.230036,13,,5.352334217,Finance,3300,SF,Q2,2023,Manager_C,,,118
5,300,67.08788011,15,85.50520473,1860.804083,42,0,5.337704437,Operations,2918,,Q3,2021,,No,External,159
0,,66.28840598,14,94.24148476,1054.185991,20,4,1.79327558,Operations,1862,LA,,2019,Manager_B,No,Internal,171
7,269,51.75438056,8,,3226.394884,18,,8.220863629,IT,3169,CHI,Q3,2022,Manager_C,Yes,Internal,177
5,226,82.57001794,2,79.05542608,,,4,5.332953838,Operations,1441,ATL,Q2,2021,Manager_B,No,External,189
5,198,76.74523921,8,,6041.22636,19,4,,HR,4788,ATL,Q3,2019,Manager_C,,Internal,188
,312,72.96731857,17,61.03229723,3652.773662,22,3,8.421351774,Operations,3292,NY,Q2,2022,Manager_B,Yes,External,150
8,148,95.38154767,3,61.75851196,3429.614771,33,2,3.854217924,IT,,SF,Q4,2023,,No,,147
4,294,58.39394505,18,71.53709874,1786.557015,5,3,1.039116734,Finance,4562,NY,Q2,2019,Manager_B,No,Internal,156
6,303,50.48331333,3,96.40726104,,46,2,9.201211097,Operations,1870,NY,,2020,Manager_C,No,External,109
4,261,53.66582261,8,,,30,1,7.846252238,Finance,3874,LA,Q2,,Manager_C,Yes,Internal,131
1,175,61.16857189,0,59.60488226,10194.33983,17,2,1.965267611,Finance,,SF,Q3,2020,Manager_C,,Internal,178
3,194,51.66427746,0,63.30438679,2363.678409,19,3,7.315543306,HR,3499,LA,Q2,2023,Manager_A,No,Internal,167
,103,75.14218553,19,69.20075149,,39,2,1.180209418,HR,3343,ATL,Q2,2023,Manager_A,Yes,External,127
5,,65.70452276,18,81.16294878,6523.783089,36,2,1.249831623,Operations,2771,LA,Q3,2021,Manager_C,Yes,Internal,103
4,217,59.0241504,2,72.00165765,550.0271366,43,1,5.732409156,Finance,4212,ATL,Q1,,Manager_A,Yes,Internal,160
5,94,87.50420375,9,69.62224221,8905.174513,23,3,1.864336863,IT,2656,NY,,2021,Manager_A,Yes,Internal,176
2,162,60.22256631,11,78.23643002,5731.300658,32,1,9.679028702,Finance,2896,LA,Q4,2022,Manager_B,Yes,External,111
2,296,84.38025505,17,62.09174975,164.1756693,,0,9.04448104,Finance,,SF,Q2,2020,Manager_B,No,,114
5,170,67.46324529,13,53.94516363,,36,2,6.848308281,HR,2089,LA,Q1,2022,Manager_B,Yes,External,128
5,242,75.59138803,9,51.22071574,5047.900542,41,,1.573380738,,1482,ATL,Q4,2020,Manager_A,No,,
5,,96.69335199,9,62.56295817,5432.437997,22,,3.92351732,HR,1308,CHI,Q3,2019,Manager_A,Yes,Internal,112
6,161,51.86758174,17,,6864.945013,28,1,4.345506981,HR,2483,SF,Q3,2022,Manager_C,No,Internal,137
4,170,75.01322537,0,66.81703193,6369.212457,23,1,5.327918522,Operations,,ATL,Q3,2019,Manager_A,Yes,Internal,157
9,190,92.72114802,14,88.64667702,5386.993796,29,,2.520125866,,4843,CHI,Q4,2020,Manager_A,No,Internal,134
7,,,7,85.81471652,7267.278164,36,3,6.197604785,Finance,,SF,Q2,2021,Manager_C,Yes,Internal,139
2,236,63.84352585,2,80.54638114,4279.338957,13,2,4.921935831,Operations,4965,CHI,Q4,2022,Manager_C,No,Internal,175
3,172,69.88405676,17,92.62501219,1510.875525,41,2,9.525672671,IT,1397,NY,Q4,2022,Manager_C,No,External,193
4,238,84.01328144,8,64.10338123,12173.53675,18,0,9.425757067,Finance,1468,NY,Q1,2021,Manager_B,Yes,Internal,104
6,203,94.54059472,15,94.25268765,,26,0,6.089265598,Finance,1616,LA,Q4,2021,,,Internal,101
7,170,52.05331869,14,69.96195848,2282.963554,42,1,6.799144024,IT,3439,LA,Q3,2023,Manager_B,No,External,129
,191,,4,70.04466591,6525.789747,,3,2.24016821,Finance,1096,LA,Q4,,Manager_A,,Internal,198
5,192,66.25257618,,70.26758068,,33,1,3.00990915,IT,4261,LA,Q1,2020,Manager_A,No,Internal,109
5,268,61.63898422,19,54.90471831,125.7399196,18,2,9.106438638,HR,3988,CHI,Q4,2022,Manager_B,No,External,172
3,183,63.24654431,6,,341.2919731,19,1,7.292493306,HR,3907,SF,Q4,2021,Manager_B,Yes,,180
3,197,61.06349993,15,56.92533889,,39,1,,HR,1194,SF,Q3,,Manager_B,No,Internal,137
7,104,59.79125244,6,67.04428622,16742.73046,24,2,6.131892755,IT,4005,LA,,2019,Manager_A,Yes,External,158
3,,56.53119834,15,65.96501602,4013.288543,25,2,9.412851254,Operations,,NY,Q2,2023,Manager_A,No,External,193
8,267,96.69770659,12,53.73397164,3533.774921,39,2,4.106539955,Operations,1082,ATL,,2019,Manager_C,,External,134
80,,572.094732,160,576.1300651,19160.12934,190,0,26.7238338,Finance,12500,,Q1,20210,Manager_C,No,External,1700
5,115,60.22018874,,52.24291681,1483.215002,32,2,9.478227492,,2093,LA,Q1,2022,Manager_A,No,Internal,111
5,121,62.3132862,11,64.62022468,106.0414809,30,,5.151388243,HR,2315,NY,Q1,2022,Manager_C,,External,141
3,135,,12,93.3328462,1593.833616,29,3,4.755177988,Finance,3387,ATL,Q4,2019,Manager_C,Yes,Internal,197
3,,87.78570668,8,66.97211029,2981.104635,24,1,3.408104798,HR,2408,,Q2,2023,Manager_B,No,Internal,148
,232,,4,56.1845916,1102.920292,24,1,9.024267655,HR,3747,CHI,Q3,2020,Manager_A,No,External,166
5,-27,55.23791298,6,82.28469342,457.0030972,19,3,8.610550902,IT,2481,ATL,Q2,2022,,,,132
4,175,91.81549375,0,99.8300456,6324.418318,34,3,4.626913595,Finance,4212,ATL,Q2,2020,Manager_A,Yes,External,
6,188,70.40965409,3,61.61618948,11250.92484,23,1,1.275519519,IT,4211,CHI,Q1,2023,Manager_A,,External,174
3,122,63.14115131,3,63.97855027,13805.0457,39,1,5.019862875,HR,,LA,Q1,2019,,No,External,119
12,156,78.78750418,15,98.59235271,,27,1,2.627722149,HR,1099,LA,,2023,Manager_A,No,External,194
1,259,91.10914529,,58.93881438,271.0909048,,1,2.284606631,Finance,4728,,Q2,,Manager_B,No,Internal,132
,204,88.93260755,3,75.56070337,6751.984858,27,2,4.537842507,HR,2198,ATL,Q3,2023,Manager_B,Yes,,133
,,94.49987413,5,61.98260665,583.2045328,25,3,1.891692436,Operations,4892,LA,Q1,2019,Manager_A,No,,149
6,168,96.4066093,2,96.6175949,5539.49818,40,3,9.617180562,IT,,LA,Q1,2019,Manager_A,Yes,External,149
,166,61.90610357,7,99.07605073,,26,1,1.427852636,IT,1322,NY,Q4,2023,Manager_B,Yes,,108
4,196,71.19289471,16,,6470.667692,27,4,4.612326647,Operations,4548,ATL,Q1,2019,Manager_C,No,Internal,106
3,94,50.73142696,17,65.73919079,15170.6824,44,3,2.464324318,,3057,NY,Q3,2021,Manager_C,Yes,External,
,139,93.96608296,17,70.17437376,6699.846344,35,2,7.199301894,Finance,4060,NY,Q4,2020,Manager_A,,External,125
5,242,57.72860757,,62.11528418,,46,2,1.709303043,,4117,CHI,,,,,External,
5,175,93.07374062,0,94.53789835,1517.317549,42,4,5.921250168,Finance,4922,NY,Q1,2019,Manager_C,No,Internal,104
5,129,66.4693661,11,95.72791388,12935.93865,21,4,7.957913457,,4700,ATL,Q1,,Manager_A,,External,165
9,131,68.4066795,10,70.94353311,989.4741912,39,0,9.550538515,Finance,2539,LA,Q2,2021,,Yes,External,109
3,223,51.95661272,12,82.8266535,11763.95339,45,4,7.286748067,HR,4384,LA,Q2,2023,Manager_C,Yes,Internal,
,148,,2,58.27765899,1874.64952,45,2,1.895425819,Operations,2261,CHI,Q3,2019,Manager_A,No,External,132
6,210,94.41818414,7,71.74679502,697.2506198,39,2,1.796684947,HR,1805,ATL,Q4,2020,,No,External,105
6,142,51.27737006,2,81.57495533,8763.165743,39,2,7.584382437,IT,1907,LA,Q1,2021,Manager_C,Yes,Internal,113
3,112,70.31637365,16,69.27015593,12.49286217,26,1,2.937964645,IT,,NY,Q2,2022,,No,Internal,
7,194,51.56998149,12,67.87997628,8921.585691,21,2,5.025153778,Finance,2533,SF,Q2,2019,Manager_A,No,Internal,114
4,174,68.54617126,9,50.04994961,1521.170469,26,1,9.789589912,Operations,3041,,,2021,Manager_B,Yes,Internal,
1,221,58.63203204,,90.21467319,10802.01184,,1,8.379161186,,1129,SF,Q1,2020,Manager_B,Yes,External,194
7,233,62.61091966,2,94.4668806,5879.829787,43,2,8.619340216,Operations,4824,,Q4,2023,Manager_B,Yes,Internal,180
7,158,93.87991866,12,98.47317648,5485.816687,27,0,8.746929143,HR,4456,NY,Q2,2020,Manager_A,No,Internal,142
2,200,71.80246103,5,85.96356925,2273.168279,,2,6.575908061,Operations,4664,LA,Q4,2023,Manager_A,No,External,178
5,156,63.68989957,13,77.43961562,306.2023559,17,4,7.695405315,Finance,4096,CHI,Q4,2021,Manager_A,Yes,,119
6,218,79.4669189,9,63.46422599,8861.934619,40,2,4.230648232,IT,4332,NY,Q1,2021,Manager_A,Yes,Internal,120
,,57.10534799,19,99.9649738,937.0954067,25,1,9.986016039,Finance,2583,LA,Q4,2020,Manager_B,Yes,Internal,163
,142,,15,,2328.135237,17,1,3.516599527,IT,4469,ATL,,2020,Manager_C,No,External,128
4,137,77.31239838,17,84.05770362,4585.889195,46,3,6.31006663,,,LA,Q3,2023,Manager_A,No,Internal,158
10,196,61.87615209,12,84.1203081,,41,1,3.538555105,Finance,,LA,Q4,2019,Manager_A,,External,172
,249,83.95638687,9,92.26258979,1107.353726,32,0,2.008639455,IT,,LA,Q2,2020,Manager_A,Yes,Internal,163
4,234,74.57456511,5,50.48362694,757.6992037,,1,6.108272334,IT,2432,NY,Q2,2019,Manager_C,Yes,External,192
4,123,88.59945351,9,61.01234702,657.6456909,34,4,4.180138038,HR,,LA,Q3,2019,,No,External,143
7,,97.41222679,,83.27670001,9939.15942,31,4,,Finance,3626,LA,Q3,,Manager_A,Yes,Internal,133
,,55.79024447,5,94.75728684,160.3414195,22,4,6.02810629,Finance,4067,ATL,Q4,2021,Manager_B,Yes,External,146
,144,66.7332505,6,84.2669391,18864.40619,25,3,5.880310562,Finance,4793,ATL,,2021,Manager_A,Yes,Internal,108
6,71,65.97745314,10,70.67456457,1106.530517,49,2,2.109710098,IT,2783,SF,Q2,2019,Manager_B,No,Internal,159
3,227,57.55914597,,68.07777479,584.4800658,,3,4.961626969,Operations,3166,NY,Q1,2019,Manager_A,Yes,External,129
5,152,90.51515687,11,86.89740041,4301.580461,45,3,8.308035455,Operations,2457,LA,Q1,2021,Manager_B,Yes,External,116
6,207,,11,87.06188486,416.8317297,34,2,3.83629146,IT,3275,SF,Q2,,Manager_A,,External,151
2,161,74.22127354,19,80.35289963,4612.213874,26,1,4.994483548,Operations,,SF,Q1,2022,Manager_A,,,158
,178,76.88853889,4,64.5733512,9506.531838,22,1,5.444484313,Operations,2824,,Q1,2020,Manager_B,No,External,103
,138,52.9772069,15,96.25774092,245.4156481,22,2,,IT,1239,SF,,,Manager_B,No,,139
4,178,77.77536762,5,77.59399711,8043.905754,24,5,6.900397923,Finance,1912,SF,Q3,2021,Manager_C,No,External,195
4,127,89.5670762,8,89.52461781,2508.317299,51,1,1.901822814,HR,4303,NY,Q2,2019,Manager_C,No,External,
2,178,78.69137868,4,60.71541311,868.7359131,48,2,8.786538872,Finance,4013,CHI,Q2,2019,Manager_C,Yes,Internal,106
5,267,63.26531851,15,67.20203943,968.5092182,,1,8.488593779,,2313,SF,,2019,Manager_C,No,Internal,137
5,211,83.37741362,17,93.72897582,12552.01737,20,,7.782813825,Finance,2177,ATL,Q1,2019,Manager_B,Yes,External,131
4,197,68.0744215,18,52.5053515,586.0733407,,3,5.194522165,HR,4753,,Q4,2023,Manager_C,Yes,External,168
2,100,77.24366421,11,75.61576556,10078.87152,27,4,7.817908451,Finance,1158,NY,Q4,2020,Manager_A,Yes,Internal,166
4,214,74.37826816,1,74.08527399,3928.995315,8,1,5.308678564,,4696,NY,,2020,,Yes,External,155
4,,69.05875005,9,87.56150945,199.1966521,32,,7.629611809,HR,1562,CHI,Q3,2021,Manager_A,No,External,
1,196,85.94389902,11,64.09468853,3122.549221,21,1,8.920991485,Operations,1475,CHI,Q3,2023,Manager_C,No,,163
,192,94.1938056,13,60.95334109,8503.642556,21,3,9.014874266,HR,1547,ATL,Q2,2023,Manager_C,Yes,Internal,116
4,171,50.26062592,17,96.30664194,6476.837737,27,1,5.091207168,Operations,2036,ATL,Q4,2020,,No,Internal,115
10,,96.68082596,18,78.5854826,3354.799912,25,0,8.734084114,Finance,3900,SF,Q3,2021,Manager_B,,Internal,110
6,263,75.5757568,5,55.23447841,,29,2,1.913116425,Finance,4578,CHI,Q4,2023,Manager_A,Yes,Internal,112
3,199,85.03659402,4,59.65180811,641.2397973,29,3,1.916374757,Finance,3265,ATL,Q4,2021,Manager_A,No,,117
6,121,92.78122831,,99.94130298,12036.4543,,0,5.934402522,Operations,1754,SF,Q3,2020,Manager_B,Yes,External,
4,126,73.35518462,13,59.78044981,9368.358893,45,4,6.866601566,Operations,1734,LA,Q1,2019,Manager_C,Yes,Internal,133
3,223,91.74870367,12,80.52377557,6159.749797,20,1,2.376943984,IT,4791,SF,Q2,2023,Manager_C,Yes,Internal,175
